"","Student_ID","duration","service_categories","service_date","description","prompt_response","service_organization","Social_Impact_Board","Social_Impact_Program_Leader","Recurring_Programs","Social_Impact_Classes","Social_Impact_Clubs","result","Year_Month","Year","Month","Modified_Year"
"712",24122,1,"Exploring Purpose",2023-10-17,"Worked with kindergarteners and built marshmallow spaghetti towers","Please Explain. Response: Shared robotics/STEM with elementary kids.","Robotics Marcus Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"713",26076,3,"Real World Experience",2023-10-14,"I designed 4 bookmarks, printed, and laminated them.","Please Explain. Response: 95, I felt that going through the process of creating a product taught me real world experience.","Community Crafts Club",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"714",26070,5,"Designing a Solution",2023-10-13,"85","Please Explain. Response: We recorded reading books for the Scottish Rite Red Balloon Channel. This helps kids in the hospital have fun activities to do that also keep their kinds engaged.","Care for Cancer Club",NA,NA,NA,NA,NA,"85","2023-10",2023,10,2024
"715",26070,1,"Designing a Solution",2023-10-17,"90","Please Explain. Response: Lots of rescue dogs, especially puppies, have problems with eating too fast. We helped create a solution to that problem by making treat mats, where people can hide dogs' food between tied pieces of fabric to get the dog to slow down when eating.","Paws for a Cause Club",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"716",25052,2,"Empathy",2023-10-17,NA,"Please Explain. Response: 2 coat deliveries to joe may","coats drive",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"717",27168,1,"Designing a Solution",2023-10-17,"We helped the kids build towers with marshmallows and raw spaghetti","Please Explain. Response: We helped them design stable structures and taught that there is no wrong way to build","Marcus elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"718",25007,1.5,"Exploring Purpose",2023-10-15,"advocacy 60
designing 40
empathy 80
exploring purpose 90
real world experience 50","Please Explain. Response: I got to teach the sport i love","bridge lacrosse",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"719",26114,1,"Empathy",2023-10-17,NA,"Please Explain. Response: Paws For a Cause Meeting
60- even though I didn’t physically interact with a dog, making mats for them helped me better connect with the dogs.","Hockaday",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"720",26146,1,"Designing a Solution",2023-10-17,"100","Please Explain. Response: We made snuffle mats for my club to donate to the animal shelter","The Hockaday school",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"721",26139,1,"Designing a Solution",2023-10-17,NA,"Please Explain. Response: In this Paws for a Cause club meeting we designed a solution for dogs and other animals at the SPCA by making snuffle matts.","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"722",26140,1,"Designing a Solution",2023-10-17,"80","Please Explain. Response: In this meeting of Paws for a Cause, we made snuffle mats for the animals in the SPCA. I learned how to design solutions because these mats benefit animals who eat too quickly and helps them slow down, benefiting their health overall.","Hockaday",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"723",26159,1,"Designing a Solution",2023-10-17,"We made rugs for dogs and other animals at SPCA, designing a solution for their problem.","Please Explain. Response: 70. I got to actually create the rug, seeing ideas of how people incorporate arts and crafts into community service.","Hockaday",NA,NA,NA,NA,NA,"70","2023-10",2023,10,2024
"724",26091,0.2,"Designing a Solution",2023-10-17,"80","Please Explain. Response: We made doggy toys where you put the treat in the mat and it takes them time to find it to help slow their eating.","paws for a cause",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"725",27042,1,"Exploring Purpose",2023-10-17,"We went to Marcus Elementary to teach kids about engineering principles.","Please Explain. Response: It helped us understand how important engineering is for kids to understand at a young age.","Marcus Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"726",26087,1,"Empathy",2023-10-17,"I went to my social impact club meeting (paws for a cause) and we made treat mats for the animals in the shelter","Please Explain. Response: Empathy - we put in our time to do good and make something that could provide a little fun for animals who have been given up or are otherwise in need of a new home","SPCA",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"727",27090,1.1,"Real World Experience",2023-10-17,"Led an arts and crafts class for kids in kindergarten","Please Explain. Response: 90 in total because i taught the class, came up with an activity, spoke to the kids, and worked hands on with them","Wesley Rankin Community Center",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"728",24149,1,"Designing a Solution",2023-10-17,"We created slow feeders for pets at the SPCA animal shelters!","Please Explain. Response: Using craft materials, we were able to make slow feeders to donate to shelters","Paws for a Cause",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"729",26133,2,"Empathy",2023-10-17,NA,"Please Explain. Response: Playing with kids while their mothers are at counseling for suffering domestic violence","Genesis Women's Shelter & Support",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"730",27102,1.5,"Real World Experience",2023-10-17,NA,"Please Explain. Response: 5. 80: We got to connect with the kids!!!","Genesis Women's Shelter",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"731",27105,1.5,"Real World Experience",2023-10-17,NA,"Please Explain. Response: 5. 80, we got to play with kids yay","Genesis Women's Shelter",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"732",26153,1.1,"Designing a Solution",2023-10-17,NA,"Please Explain. Response: I was able to interact with the kids and help them with their activities. It helped me understand how to design a solution as Genesis is a way for both women and children to get out of terrible situations.","Genesis Women's Shelter",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"733",26110,1,"Exploring Purpose",2023-10-17,NA,"Please Explain. Response: I discovered my passion for crafting and working with my hands.","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"734",25001,2,"Empathy",2023-10-16,"80","Please Explain. Response: I think by learning more about these animals and they’re struggles It really helped me see many more issues that need to be addressed.","BIZ",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"735",27011,0.5,"Advocacy Skills",2023-10-18,"1. 80","Please Explain. Response: 1. We met for our first meeting of Emporio, where we advocate for women in business.","Emporio",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"736",27046,5,"Designing a Solution",2023-10-18,"89- This was our first Care for Cancer book reading. We recorded ourselves reading children’s books which will be sent to kids in hospitals.","Please Explain. Response: This furthered my understanding of designing a solution. We solved the issue of kids in hospitals not having time or access to read stories and I felt we really made a difference.","Care for Cancer Club",NA,NA,NA,NA,NA,"89","2023-10",2023,10,2024
"737",27046,31,"Empathy",2023-10-18,"I went on a service trip over the summer in Hawaii where we worked on restoration and helping the environment.","Please Explain. Response: 75- This program helped me develop empathy for Hawaiian locals and the land they live on. We restored trails, worked on farms, and more","Putney Student Travel",NA,NA,NA,NA,NA,"75","2023-10",2023,10,2024
"738",25049,3,"Empathy",2023-10-18,"65","Please Explain. Response: learned about prairie restoration in clymer meadow","The Nature Conservancy - Austin, TX",NA,NA,NA,NA,NA,"65","2023-10",2023,10,2024
"739",27057,2,"Exploring Purpose",2023-10-18,"60","Please Explain. Response: Through the mind full of music program I was able to use my talents as a musician to play for the elderly in senior living and brighten their day.","Mind-Full of Music",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"740",26168,1,"Designing a Solution",2023-10-18,"60","Please Explain. Response: We used craft materials to help craft comfortable rugs for the rescues at the SPCA animal shelters. It taught me how to be creative with limited materials to make something meaningful and useful.",NA,NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"741",25005,2,"Empathy",2023-10-18,NA,"Please Explain. Response: The director of conservation at the Dallas Zoo spoke to us about conservation and current problems the zoo is focusing on.","BIZ Class",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"742",26059,1,"Real World Experience",2023-10-18,"We did a spaghetti marshmallow build challenge with kids","Please Explain. Response: 78 bc i thought it was cool and good my learning but not in those categories","Hockabots",NA,NA,NA,NA,NA,"78","2023-10",2023,10,2024
"743",25091,2,"Designing a Solution",2023-10-16,"We talked with Dallas Zoo Conservation Experts.","Please Explain. Response: This experience really helped me start thinking about problems to design a solution for.","Biology, Impact, and The Zoo",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"744",25165,2,"Empathy",2023-10-18,"Guest speakers from the Dallas Zoo spoke about how they are helping to conserve the big 12.","Please Explain. Response: 100; When they were talking about different issues impacting animals, specifically human-elephant conflict, and sharing their efforts in coming up with solutions to the problem, I was able to empathize  with the species and think about ways I can get involved to allow greater harmony with animals.","Hockaday",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"745",27096,1,"Exploring Purpose",2023-10-19,"we let kindergarteners play with marshmallows and spaghetti to make towers. we wanted to get the kids more interested in engineering and do something fun","Please Explain. Response: 4. 50","robotics outreach",NA,NA,NA,NA,NA,"50","2023-10",2023,10,2024
"746",26076,1.6,"Empathy",2023-10-19,"90","Please Explain. Response: I ranked it 90 because seeing how the citizens of west dallas live and fight against the power plant creates empathy and connection.","The Hockaday School",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"747",26095,1,"Empathy",2023-10-19,"I am part of an environmental chemistry class that is dedicated to eliminating pollution from industrial companies in West Dallas neighborhoods.","Please Explain. Response: We drove to West Dallas and explored the community as well as the shingle and concrete mixing plants. We also went to Wesley Rankin Community Center and talked with a member there about how pollution affects locals.","The Hockaday School",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"748",26133,2,"Designing a Solution",2023-10-19,NA,"Please Explain. Response: Writing Social Impact Paper In government class","Government Class",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"749",26158,1,"Designing a Solution",2023-10-19,NA,"Please Explain. Response: I had to find an interest group regarding my social impact paper topic. My topic is cyber bullying and the interest group I found gave solutions and prevention tips for cyber bullying.","Gov Class -Special Interest Group research",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"750",26159,1,"Advocacy Skills",2023-10-19,"I am working on the government Social Impact Project.","Please Explain. Response: It helped me see how to advocate for my beliefs with the government, how to influence public policy.","Hockaday",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"751",26151,1,"Designing a Solution",2023-10-19,"75","Please Explain. Response: I was helping to create little dog rugs. We tied strips of fabric to a little rug.","paws for a cause club",NA,NA,NA,NA,NA,"75","2023-10",2023,10,2024
"752",26035,3,"Real World Experience",2023-10-19,"Packed pet food","Please Explain. Response: 50","Meals on Wheels - Dallas, TX",NA,NA,NA,NA,NA,"50","2023-10",2023,10,2024
"753",27091,1,"Empathy",2023-10-11,"I read books to students at Marcus elementary.","Please Explain. Response: 80; this experience helped me empathize with students whose first language isn’t english and understand the difficulties they face with going to school in the US.","Marcus Elementary tutoring",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"754",27143,1,"Real World Experience",2023-10-20,"We created toys for the cats with feathers, corks, and also cut up old tshirts!","Please Explain. Response: We gained real world experience by making toys for the cats. We used hot glue, scissors, knots, and braiding.","East Lake Pet Orphanage",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"755",25049,1,"Designing a Solution",2023-10-20,"75","Please Explain. Response: we made toys for homeless cats","East Lake Pet Orphanage",NA,NA,NA,NA,NA,"75","2023-10",2023,10,2024
"756",26036,1,"Empathy",2023-10-20,NA,"Please Explain. Response: Made cat toys for East lake pet orphanage","Pawsitive impact",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"757",26079,1.5,"Empathy",2023-10-20,"Tutoring at Pershing Elementary","Please Explain. Response: 50","Summit Tutoring",NA,NA,NA,NA,NA,"50","2023-10",2023,10,2024
"758",24186,1.5,"Empathy",2023-10-20,"Tutored kids on writing Ls","Please Explain. Response: 4. I learned to better understand how to help kids learn","Pershing Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"759",26104,1.5,"Real World Experience",2023-10-20,"tutoring at Pershing elementary","Please Explain. Response: 85","summit tutoring",NA,NA,NA,NA,NA,"85","2023-10",2023,10,2024
"760",27140,1.3,"Empathy",2023-10-20,"58 having to create this art allowed me to understand that not everyone is as lucky as i","Please Explain. Response: Empathy. We took time to create art for the food pantry and closet","Herbert Marcus EL",NA,NA,NA,NA,NA,"58","2023-10",2023,10,2024
"761",26081,1.5,"Real World Experience",2023-10-20,"I helped in a Spanish speaking class and talked to kids during their recess time.","Please Explain. Response: I worked with kids to help them understand the book they were reading","John J. Pershing EL",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"762",27140,1,"Real World Experience",2023-10-11,"78 I helped young students practice their english","Please Explain. Response: Real world experience. I was so excited to work with them and being able to help and teach them","John J. Pershing EL",NA,NA,NA,NA,NA,"78","2023-10",2023,10,2024
"763",25090,1.5,"Real World Experience",2023-10-20,"Summit Tutoring at Pershing Elementary","Please Explain. Response: 30","Summit Tutoring",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"764",26090,1,"Empathy",2023-10-20,"we made toys for cats so they can be happy and play meaningfully","Please Explain. Response: see above","a pawsitive impact",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"765",27109,1,"Real World Experience",2023-10-20,"Today I tutored a student in reading and we wrote a summary.","Please Explain. Response: I would give this a 95. I really got to get personal with this student and just seeing how she's  progressed recently has really reminded me why I do this.","United To Learn",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"766",27012,1,"Real World Experience",2023-10-20,"95","Please Explain. Response: I gained a true real world experience when I helped a young girl read. It was a great experience helping to educate the community.","United To learn",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"767",27084,1,"Real World Experience",2023-10-20,"We helped 2nd graders read and sound out words.","Please Explain. Response: 60/100","United to Learn",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"768",26162,1,"Designing a Solution",2023-10-20,"We worked on coding with the kids.","Please Explain. Response: It was really fun to meet them.","Anne Frank EL",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"769",27100,1,"Real World Experience",2023-10-20,"We taught second graders how to read and write","Please Explain. Response: We were able to help directly improve the reading skills of a second grader","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"770",26128,1,"Real World Experience",2023-10-20,"We played with the kids and helped them in a science project","Please Explain. Response: 80 We worked with you robots to help them with directions","Anne Frank EL",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"771",26049,1,"Real World Experience",2023-10-20,"Tutoring","Please Explain. Response: I helped with the little kids in a classroom","Stephen C. Foster EL",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"772",26048,1,"Real World Experience",2023-10-20,"100","Please Explain. Response: helped kindergarteners code","Anne Frank EL",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"773",27005,1,"Empathy",2023-10-20,"I helped a teacher at the school by cutting up and taping QR codes to the students cubbies","Please Explain. Response: 85- I saw how stressed the teachers are and how big their workload really is, while also getting a chance to help.","Stephen C. Foster EL",NA,NA,NA,NA,NA,"85","2023-10",2023,10,2024
"774",27098,1,"Real World Experience",2023-10-20,"75","Please Explain. Response: We sang to the seniors and learned about their stories.","Hockaday Choir",NA,NA,NA,NA,NA,"75","2023-10",2023,10,2024
"775",27037,1,"Empathy",2023-10-20,"We sang to seniors that can’t sing anymore","Please Explain. Response: We sang them songs that they loved","Hockaday Choir",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"776",27021,1,"Empathy",2023-10-20,"Today I helped the teacher of the class cut out QR codes and scan them to give to the children. After that, we taped them onto the students designated drawers!","Please Explain. Response: 85- Empathy. It helped me with empathy because once we were done helping the teacher and children were so grateful!","Stephen C. Foster EL",NA,NA,NA,NA,NA,"85","2023-10",2023,10,2024
"777",24154,1,"Empathy",2023-10-20,"100","Please Explain. Response: I sang to seniors at a nursing home","Hockaday Choir",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"778",27074,1,"Empathy",2023-10-20,"We sang to the seniors at the home and talked to them about their lives.","Please Explain. Response: I sang and learned a lot about their lives wich made me feel purpose.","Hockaday choir",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"779",26021,2.5,"Designing a Solution",2023-10-11,"Over the past week we have been preparing and presentation and presenting it to the 3 second grade classes about our composting project.","Please Explain. Response: 60","Hockaday",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"780",26021,1.5,"Empathy",2023-10-20,"I worked with the sweetest girl named Emory and she was so good at reading but wasn’t super confident so she was very quite. I can relate to not being super confident in my reading abilities when I was younger","Please Explain. Response: 90","summit tutoring",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"781",26158,0.5,"Designing a Solution",2023-10-20,"Today we met some of the classes and students we will be tutoring.","Please Explain. Response: Since they are also not native speakers, we need to find solutions to work around that and I also take Spanish 3 so I can use this as a learning experience too.","Writing Center",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"782",26076,1.8,"Exploring Purpose",2023-10-20,"74","Please Explain. Response: we created holiday cards which we will donate to nursing homes","Community Crafts",NA,NA,NA,NA,NA,"74","2023-10",2023,10,2024
"783",27101,0.5,"Real World Experience",2023-10-20,"Today we helped a teacher by cutting paper for the hallway decor for Hispanic Heritage Month.","Please Explain. Response: 60, I think I used advocacy skills and real world experience today.","United To Learn",NA,NA,NA,NA,NA,"60","2023-10",2023,10,2024
"784",27091,1,"Empathy",2023-10-20,"I played with kids at Marcus elementary while conversing with them in English.","Please Explain. Response: 80; I understood better what it was like to not speak english fluently in the US, and the difficulties that comes with it.","Herbert Marcus EL",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"785",27066,1,"Empathy",2023-10-20,"I taught a second grader some words in English.","Please Explain. Response: I built a lot of empathy helping a young girl learn English.","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"786",26095,1,"Designing a Solution",2023-10-20,"I am part of a club that makes crafts to give to the community. Revenue from things we sell will also go towards charity.","Please Explain. Response: I made happy holiday bookmarks for a senior home at a club meeting.","Community Crafts Club",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"787",27088,0.8,"Real World Experience",2023-10-20,"We went to Joe May and I helped out at a 1st grade and 3rd grade class in math and a class reading. We tutored through united to learn.","Please Explain. Response: 90 during the reading in the class i helped out in I didnt really get the opportunity to actually do any reading help. But I was glad to tutor in a real world classroom experience","Jose 'Joe' May EL",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"788",26053,1,"Empathy",2023-10-20,"We read with kids","Please Explain. Response: We got to make a real world empact","Marcus tutoring",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"789",24182,1,"Real World Experience",2023-10-20,"Made posters for a fall festival for Cigarroa Elementary today!!","Please Explain. Response: Spent time in an elementary school setting up for the festival","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"790",24082,1,"Empathy",2023-10-20,"we sang several songs at emerson retirement home","Please Explain. Response: we sang for the elderly and talked to them about love songs","Hockaday Choir",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"791",27083,1,"Exploring Purpose",2023-10-20,"We got to sing some songs of some sweet elderly people.","Please Explain. Response: 95. This experience helped my learn what to do with my singing abilities. I learned how music can help people seeing how happy those people were to listen to use sing.","Hockaday Upper School Choir",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"792",26118,1,"Designing a Solution",2023-10-15,"100","Please Explain. Response: By serving on the Dallas Holocaust and Human Rights Museum’s Junior Board, I am designing solutions through learning how to create events and educate people in ways to prevent history from repeating itself.","Dallas Holocaust and Human Rights Museum",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"793",26118,1,"Exploring Purpose",2023-10-20,"100","Please Explain. Response: By working with kindergarten students to code little bee robots, I am exploring my purpose of working with young children.","Anne Frank EL",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"794",26118,0.5,"Advocacy Skills",2023-10-20,"95","Please Explain. Response: By creating a schedule for Hockaday Upper School students to tutor at Anne Frank Elementary, I am advocating for my group.","Anne Frank Elementary",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"795",27118,1,"Real World Experience",2023-10-20,"95","Please Explain. Response: Today we made the signs for the kids’ fall festival, which significantly helped the teachers and staff because they didn’t have the time to do it. This gave me a sense of how we are actively helping people in the real world with their job and how much these teachers value their students.","Cigarroa Elementary School",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"796",26093,2,"Empathy",2023-10-20,"I prepped the meeting and made cat toys for the cats/kittens at east lake pet orphanage","Please Explain. Response: 78","Pawsitive Impact",NA,NA,NA,NA,NA,"78","2023-10",2023,10,2024
"797",25171,0.5,"Empathy",2023-10-20,"I helped out in a PE class today and engaged kids by playing handball with them. I also dropped of coats too.","Please Explain. Response: My service contributed to a better understanding of empathy as I was able to help kids engage kids while exercising and promote the benefits of exercising.","David G. Burnet Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"798",27168,2,"Exploring Purpose",2023-10-20,"We went to talk to the third graders about computers and AI","Please Explain. Response: We talked about how technology plays a role in most jobs in the real world","Pershing Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"799",25089,4.5,"Empathy",2023-10-20,NA,"Please Explain. Response: spent time with a really sweet kid","rays of light - dallas",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"800",26054,1,"Designing a Solution",2023-10-20,"I went to tutor kids on reading","Please Explain. Response: It was designing a solution since they have trouble reading and we can try and help them learn.","Chaple Hill Elementary",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"801",24105,2,"Exploring Purpose",2023-10-20,"We talked to 3rd graders about AI","Please Explain. Response: We talked to 3rd graders about AI","Girls Who Code",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"802",27029,2,"Real World Experience",2023-10-14,"I rehearsed for my next performance","Please Explain. Response: 70, I’m excited for my next performance bevause I love entertaining my community","Korean Traditional Music Association",NA,NA,NA,NA,NA,"70","2023-10",2023,10,2024
"803",26156,1,"Exploring Purpose",2023-10-20,NA,"Please Explain. Response: we helped a teacher decorate her hallway for hispanic culture month and explored the best ways to represent hispanic culture.","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"804",25137,1,"Designing a Solution",2023-10-21,NA,"Please Explain. Response: Working together with my classmates in song and when messing up trying to get back together in the music.","choir- Emerson nursing home",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"805",26052,4,"Designing a Solution",2023-10-21,"We designed a solution to their library being a not so great place to learn.","Please Explain. Response: We have so much fun","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"806",27171,2.5,"Designing a Solution",2023-10-21,"80","Please Explain. Response: Helped a production line of serving canned food to people around North Texas","North Texas Food Bank",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
"807",24165,3,"Empathy",2023-10-21,"TACT bonding and advocacy","Please Explain. Response: TACT bonding and advocacy","planned parenthood",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"808",26156,4,"Exploring Purpose",2023-10-21,NA,"Please Explain. Response: we went to Lee McShan elementary school and helped decorate their newly opened library by looking at inspiration of skies and clouds and applying that to our decorations using fake clouds and paper to make paper airplanes.","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"809",25164,4,"Real World Experience",2023-10-21,"95","Please Explain. Response: I volunteered to help out with the Southlake Garba Event. I helped out with the signin, and helped people with questions about tickets. This allowed me to gain a better understanding of people and how events are conducted in the real world.","Southlake Community Event",NA,NA,NA,NA,NA,"95","2023-10",2023,10,2024
"810",26048,5,"Designing a Solution",2023-10-21,"100","Please Explain. Response: we decorated a library for elementary students","Lee A. McShan Jr. EL",NA,NA,NA,NA,NA,"100","2023-10",2023,10,2024
"811",26081,5,"Exploring Purpose",2023-10-21,"I got to see the importance of a library environment for students","Please Explain. Response: 85","Lee A. McShan Jr. EL",NA,NA,NA,NA,NA,"85","2023-10",2023,10,2024
"812",27112,50,"Designing a Solution",2023-10-21,"We worked to help the local children's hospital by making blankets that they needed for their patients.","Please Explain. Response: 90. This was a enriching experience helping me understand how we can better help our community.","Girl Scouts of Northeast Texas",NA,NA,NA,NA,NA,"90","2023-10",2023,10,2024
"813",26123,5,"Designing a Solution",2023-10-21,"I had a good time today making a vibrant learning environment. I had fun working with others and being creative.","Please Explain. Response: Designing a solution. I was able to apply my designing skills and when something didn’t go right i would have to make a solution.","Lee A. McShan Jr. EL",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"814",26024,4,"Designing a Solution",2023-10-21,"I helped decorate a library at an elementary school","Please Explain. Response: It helped my understanding because I understood how I could help.","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"815",26160,4,"Designing a Solution",2023-10-21,"We helped decorate the library at McShan Elementary. Most of the students at the school have English as their second language, so we wanted to design a solution so they could feel safe at their library.","Please Explain. Response: I helped design a solution at McShan elementary to make the library a more immersive and safe space for the children. I built wings, made clouds, and hung kites on the walls to make the space more comfortable for the kids.","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"816",26054,4,"Empathy",2023-10-21,"I packed 2000 boo bags for their boo bash.","Please Explain. Response: I was spending time doing it so I could help out with a big event.","Tom mulenbeck",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"817",26016,5,"Designing a Solution",2023-10-21,"We decorated the library","Please Explain. Response: By redecorating the library to help
The kids be more engaged and excited to learn it not only showed me how much work goes into the small details that might often go overlooked but also helped me think about how what we are doing by redesigning the space will help the kids be excited to go to the library","United To Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"818",27070,40,"Designing a Solution",2023-10-21,"this summer, I attended a camp at Harvard's School of Public Health for the betterment of the environment and world health. During this camp, we explored solutions to climate and global issues around the world, specifically those found within our community. For my project, which I presented in a panel, I chose to focus on the usage of DART, or Dallas Area Rapid Transit. I wanted to bring awareness to Dallas citizens' statistically high amount of asthma and lung diseases. I chose to revamp DART's advertisement and social media to be branded towards the youth, a group who barely know about the rapid transit in Dallas.","Please Explain. Response: I think that for all of these, this service contributed to my better understanding 70. Honestly, this experience was amazing and I learned to much about my community and how I can help it. I learned about the importance of thinking outside the box and understanding the vitality of helping the people you know and love.","Harvard Chan C-Change Youth Summit for Equity, Climate, and Health",NA,NA,NA,NA,NA,"70","2023-10",2023,10,2024
"819",24082,3,"Exploring Purpose",2023-10-22,"weekly tact meeting and rehearsal for thursday’s performance","Please Explain. Response: we rehearsed the skits for thursday’s performance and worked on the internal period drive","TACT",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"820",26042,1.5,"Empathy",2023-10-22,"we tutored kids at public schools","Please Explain. Response: today we helped the kids decorate for spanish heritage month","United to Learn",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"821",25049,2,"Empathy",2023-10-22,"65","Please Explain. Response: made snack bags for orchestras","Meyerson Symphony",NA,NA,NA,NA,NA,"65","2023-10",2023,10,2024
"822",25092,1,"Real World Experience",2023-10-20,NA,"Please Explain. Response: we went and toured the school we will be working at","Social Impact Writing",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"823",25092,2,"Empathy",2023-10-22,NA,"Please Explain. Response: we made support bags for the orchestra","JSB",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"824",26016,2,"Real World Experience",2023-10-22,"We brought snacks and water","Please Explain. Response: We brought snacks and water for the kids in the music education program","JSB Steering committee",NA,NA,NA,NA,NA,"no_response","2023-10",2023,10,2024
"825",27011,1.5,"Empathy",2023-10-22,"80","Please Explain. Response: 3. We decorated pillow cases and wrote gratitude notes for army troops. This activity made me very grateful and appreciative of their service and dedication to our nation.","Operation Gratitude",NA,NA,NA,NA,NA,"80","2023-10",2023,10,2024
